103             REQUISICAO DE PECAS (MECANICA)                    00000000000000005002      
10610653        REVISAO DE ENTREGA                                00000000000000006002      
11.11           REQUISIÇÃO                                        00000000000000000102      
11.2            INSTALAR ACESSORIOS                               00000000000000005009      
11040390        Substituição do pára-sol                          00000000000000002002      
11040410        Substituição do suporte do para-sol               00000000000000010002      
11042980        Substituição do painel de acabamento da porta late00000000000000002002      
11046510        Substituição do tampão do porta malas             00000000000000010002      
11048880        Substituição do painel de acabamento inferior da t00000000000000010002      
11410280        Substituição das travas primária e secundária do c00000000000000010002      
11410450        Substituição da haste do capô                     00000000000000010002      
11414130        Substituição da dobradiça da tampa traseira       00000000000000010002      
11416740        Substituição da guarnição de vedação da porta late00000000000000010002      
11421710        Substituição da barra de impacto do pára-choque tr00000000000000010002      
12020680        Substituição do vidro da porta lateral dianteira  00000000000000010002      
12022310        Substituição do regulador do vidro da porta latera00000000000000010002      
12024410        Substituição da tira de vedação do vidro da porta 00000000000000010002      
12024960        Substituição do interruptor de controle da janela 00000000000000010002      
12025110        Substituição do interruptor do vidro da porta late00000000000000010002      
12030030        Substituição da buzina                            00000000000000010002      
12040510        Substituição do farol dianteiro                   00000000000000010002      
12041040        Substituição do farol de neblina dianteiro        00000000000000010002      
12045090        Substituição do interruptor do farol dianteiro    00000000000000010002      
12050220        Substituição do espelho retrovisor externo        00000000000000002002      
12050360        Substituição do espelho retrovisor interno        00000000000000010002      
12060070        Substituição da maçaneta externa da porta lateral 00000000000000010002      
12063240        Substituição da trava da tampa traseira           00000000000000010002      
12070280        Substituição do braço do limpador de para-brisa   00000000000000010002      
12070510        Substituição do bico do lavador do para-brisa     00000000000000010002      
122             SUBST. CORREIA DENTADA                            00000000000000010002      
12410170        Substituição da válvula moduladora de pressão do f00000000000000010002      
12410370        Substituição do módulo de controle do freio eletrô00000000000000010002      
12430051        Substituição do tambor do freio traseiro - Ambos o00000000000000010002      
13040080        Substituição da metade do eixo de tração da roda d00000000000000010002      
13420680        Substituição do interruptor de controle do rádio  00000000000000010002      
13420700        Substituição do conjunto de controle do rádio     00000000000000010002      
13420840        Substituição do rádio                             00000000000000010002      
13421740        Substituição do alto-falante da porta lateral tras00000000000000010002      
13430990        Substituição do visor de informações ao motorista 00000000000000010002      
14020060        Substituição da vela de ignição                   00000000000000010002      
14022660        Substituição da mangueira de admissão de ar do res00000000000000010002      
14024770        Substituição da válvula de recirculação do gás de 00000000000000010002      
14025390        Substituição do módulo de controle do motor       00000000000000010002      
14027900        Substituição da válvula solenoide do cânister de e00000000000000002002      
14027950        Substituição do canister de emissão evaporativa   00000000000000010002      
