120230502000095479264542  005JOAOR               3   0000000428        1981533   578433    2~3~198153                                                  000000000010000000010000000000000730610000000000000000000000000000000730610000000000000000000000000000000000000000000000000000000000000000000730610000000000000730610000000000000000000000000000001020120000000000000564280000000000000455850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009640000000000000044420000000000000730619BGEP76B0NB185868
120230502000095479264542  005JOAOR               3   0000000428        144976NF  578433    2~NF~144976                                                 000000000000000000010000000000001807120000000000001807120000000000000000000000000000000000000000000000000000000000000000000000000000000000001807120000000000000000000000000000001807120000000000000108430000000000000108430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090360000000000000000000000000000000028330000000000000130470000000000001807129BGEP76B0NB185868
120230502000055566644122  005ROBSON              3   0000000428        1981543   578681    2~3~198154                                                  000000000010000000010000000000000511660000000000000000000000000000000511660000000000000000000000000000000000000000000000000000000000000000000511660000000000000511660000000000000000000000000000000760460000000000000434440000000000000326010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006750000000000000031110000000000000511669BGEB48A0PG113362
120230502000055566644122  005ROBSON              3   0000000428        144977NF  578681    2~NF~144977                                                 000000000000000000010000000000001807120000000000001807120000000000000000000000000000000000000000000000000000000000000000000000000000000000001807120000000000000000000000000000001807120000000000000108430000000000000108430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090360000000000000000000000000000000028330000000000000130470000000000001807129BGEB48A0PG113362
120230502034464000003852  005THIAGOM             3   0000000428        1981553   578759    2~3~198155                                                  000000000010000000010000000000004835140000000000000000000000000000004835140000000000000000000000000000000000000000000000000000000000000000004835140000000000004835140000000000000000000000000000005713240000000000002856620000000000002856620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004835149BG148DK0NC424060
120230502034464000003852  005THIAGOM             3   0000000428        144978NF  578759    2~NF~144978                                                 000000000000000000010000000000001156700000000000001156700000000000000000000000000000000114300000000000000114300000000000000000000000000000001042400000000000000000000000000000001042400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000052120000000000000000000000000000000016340000000000000075260000000000001042409BG148DK0NC424060
120230502000050984384032  005RUTH                3   0000000428        1981563   577670    2~3~198156                                                  000000000060000000110000000000001522660000000000000000000000000000001522660000000000000218000000000000000000000000000000000218000000000000001304660000000000001304660000000000000000000000000000001908890000000000000977820000000000000931060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017220000000000000079330000000000001304669BG148LP0EC436720
120230502000050984384032  005RUTH                3   0000000428        144979NF  577670    2~NF~144979                                                 000000000000000000110000000000008977910000000000008977910000000000000000000000000000000338830000000000000338830000000000000000000000000000008639080000000000000000000000000000008639080000000000000046760000000000000046760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000431950000000000000000000000000000000135420000000000000623740000000000008639089BG148LP0EC436720
120230502014871450001212  005JOAOR               3   0000000428        144980NF  578707    2~NF~144980                                                 000000000000000000010000000000000293660000000000000293660000000000000000000000000000000000000000000000000000000000000000000000000000000000000293660000000000000000000000000000000293660000000000000017620000000000000017620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014680000000000000000000000000000000004600000000000000021200000000000000293669BGEB48A0PG159462
120230502014871450001212  005JOAOR               3   0000000428        1981573   578707    2~3~198157                                                  000000000010000000010000000000002567550000000000000000000000000000002567550000000000000000000000000000000000000000000000000000000000000000002567550000000000002567550000000000000000000000000000003434000000000000001725810000000000001708190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002567559BGEB48A0PG159462
120230502000061514404712  005MARCIOR             3   0000000428        1981583   578913    2~3~198158                                                  000000000010000000010000000000000511660000000000000000000000000000000511660000000000000000000000000000000000000000000000000000000000000000000511660000000000000511660000000000000000000000000000000760460000000000000434440000000000000326010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006750000000000000031110000000000000511669BGEB48H0MG208964
120230502000061514404712  005MARCIOR             3   0000000428        144981NF  578913    2~NF~144981                                                 000000000000000000010000000000001807120000000000001807120000000000000000000000000000000000000000000000000000000000000000000000000000000000001807120000000000000000000000000000001807120000000000000108430000000000000108430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090360000000000000000000000000000000028330000000000000130470000000000001807129BGEB48H0MG208964
120230502000038141754922  005JOAOR               2   0000000383        1981593   579445    2~3~198159                                                  000000000030000000010000000000000448310000000000000000000000000000000448310000000000000028310000000000000000000000000000000028310000000000000420000000000000000420000000000000000000000000000000000305610000000000000168140000000000000137470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004910000000000000022640000000000000420009BGEN69H0PG131302
120230502000422692614532  005ROBSON              2   0000000383        1981603   579444    2~3~198160                                                  000000000030000000010000000000000436800000000000000000000000000000000436800000000000000000000000000000000000000000000000000000000000000000000436800000000000000436800000000000000000000000000000000305610000000000000168140000000000000137470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005240000000000000024160000000000000436809BGEN76H0PB106570
120230502000108197544042  005THIAGOM             2   0000000383        1981633   579448    2~3~198163                                                  000000000070000000040000000000001067910000000000000000000000000000001067910000000000000062610000000000000000000000000000000062610000000000001005300000000000001005300000000000000000000000000000000870670000000000000435340000000000000435340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004270000000000000019690000000000001005309BGEA48H0LG270818
120230502000108197544042  005THIAGOM             2   0000000383        144982NF  579448    2~NF~144982                                                 000000000000000000040000000000000659700000000000000659700000000000000000000000000000000000000000000000000000000000000000000000000000000000000659700000000000000000000000000000000659700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032980000000000000000000000000000000010330000000000000047640000000000000659709BGEA48H0LG270818
120230502000038141754922  005JOAOR               3   0000000428        144983NF  579446    2~NF~144983                                                 000000000000000000010000000000000290810000000000000290810000000000000000000000000000000000000000000000000000000000000000000000000000000000000290810000000000000000000000000000000290810000000000000013550000000000000013550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014540000000000000000000000000000000004560000000000000021000000000000000290819BGEN69H0PG131302
120230502245176410001862  005ALYSONM             2   0000001811        1981673   579292    2~3~198167                                                  000000000090000000030000000000005148300000000000000000000000000000005148300000000000001750420000000000000000000000000000001750420000000000003397880000000000003397880000000000000000000000000000005180920000000000002610960000000000002569960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016200000000000000074630000000000003397889BG148FK0MC410681
120230502245176410001862  005ALYSONM             2   0000001811        144984NF  579292    2~NF~144984                                                 000000000000000000030000000000000883260000000000000883260000000000000000000000000000000035140000000000000035140000000000000000000000000000000848120000000000000000000000000000000848120000000000000041000000000000000041000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042410000000000000000000000000000000013300000000000000061230000000000000848129BG148FK0MC410681
120230502000007907354902  005RUTH                2   0000000383        1981683   578757    2~3~198168                                                  000000000010000000030000000000002039670000000000000000000000000000002039670000000000001121820000000000000000000000000000001121820000000000000917850000000000000917850000000000000000000000000000000920520000000000000460260000000000000460260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000917859BGKS48U0KG497181
120230502000007907354902  005RUTH                2   0000000383        144985NF  578757    2~NF~144985                                                 000000000000000000030000000000001233150000000000001233150000000000000000000000000000000000000000000000000000000000000000000000000000000000001233150000000000000000000000000000001233150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061660000000000000000000000000000000019330000000000000089030000000000001233159BGKS48U0KG497181
120230502000778774544492  005JGERALDO            2   0000000383        1981693   579454    2~3~198169                                                  000000000040000000010000000000000601460000000000000000000000000000000601460000000000000121460000000000000000000000000000000121460000000000000480000000000000000480000000000000000000000000000000000430950000000000000230810000000000000200140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005920000000000000027270000000000000480009BGEN76H0PB138125
120230502118434820001682  005THIAGOM             2   0000000510        1981703   579443    2~3~198170                                                  010000000090000000020000000000002405170000000000000000000000000000002405170000000000000076330000000000000000000000000000000076330000000000002328840000000000002328840000000000000000000000000000001736210000000000000868110000000000000868110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033410000000000000153850000000000002328849BGJJ7520PB151857
120230502118434820001682  005THIAGOM             2   0000000510        144986NF  579443    2~NF~144986                                                 010000000000000000020000000000001035650000000000001035650000000000000000000000000000000000000000000000000000000000000000000000000000000000001035650000000000000000000000000000001035650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000051780000000000000000000000000000000016230000000000000074770000000000001035659BGJJ7520PB151857
120230502000570309524722  005RUTH                2   0000000383        1981723   578611    2~3~198172                                                  000000000100000000020000000000011347720000000000000000000000000000011347720000000000006732490000000000000000000000000000006732490000000000004615230000000000004615230000000000000000000000000000005135930000000000002567970000000000002567970000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008820000000000000040600000000000004615239BGEB48A0LG235330
120230502000570309524722  005RUTH                2   0000000383        144987NF  578611    2~NF~144987                                                 000000000000000000020000000000000850000000000000000850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000850000000000000000000000000000000000850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042500000000000000000000000000000000013320000000000000061370000000000000850009BGEB48A0LG235330
