103             REQUISICAO DE PECAS (MECANICA)                    00000000000000005002      
10602243        TROCA DE OLEO                                     0000000000000001000GRL    
10610653        REVISAO DE ENTREGA                                00000000000000006002      
11              REQUISICAO                                        00000000000000000104      
11.11           REQUISIÇÃO                                        00000000000000000102      
11040390        Substituição do pára-sol                          00000000000000002002      
11040410        Substituição do suporte do para-sol               00000000000000010002      
11041280        Substituição do painel de acabamento da coluna C  00000000000000010002      
11042980        Substituição do painel de acabamento da porta late00000000000000002002      
11046510        Substituição do tampão do porta malas             00000000000000010002      
11410280        Substituição das travas primária e secundária do c00000000000000010002      
11416740        Substituição da guarnição de vedação da porta late00000000000000010002      
11421020        Substituição do defletor de ar do para-choque dian00000000000000010002      
11441164        Pintura/envernizamento completo do capô           00000000000000010002      
11441364        Pintura/envernizamento completo do para-lama diant00000000000000010002      
11441544        Pintura parcial/envernizamento do painel do teto  00000000000000010004      
11441554        Pintura parcial de acabamento/envernizamento do pa00000000000000010002      
11441564        Pintura/envernizamento completo do painel do teto 00000000000000042002      
11442244        Pintura parcial/envernizamento do painel externo d00000000000000010002      
11442954        Pintura parcial de acabamento/envernizamento do pa00000000000000010002      
11442964        Pintura/envernizamento completo do painel externo 00000000000000010002      
11443164        Pintura/envernizamento completo do painel lateral 00000000000000010002      
11443544        Camada de cor/de acabamento do painel lateral exte00000000000000010002      
11443844        Camada de cor/de acabamento da tampa traseira- ext00000000000000010002      
11444164        Pintura/envernizamento completo da tampa traseira 00000000000000010002      
11445544        Pintura parcial/envernizamento do para-choque tras00000000000000010002      
11446674        Pintura de acabamento/envernizamento total da carr00000000000000157002      
12020380        Substituição do pára-brisa                        00000000000000010002      
12024030        Substituição do vidro da tampa traseira           00000000000000010002      
12041150        Substituição da luz de parada da estrutura da carr00000000000000002002      
12041490        Substituição da lanterna traseira                 00000000000000010002      
12050290        Substituição do atuador interno do espelho retrovi00000000000000010002      
12420671        Substituição do disco do freio dianteiro - Ambos o00000000000000011002      
12430051        Substituição do tambor do freio traseiro - Ambos o00000000000000010002      
12441730        Substituição do servo-freio elétrico              00000000000000010002      
12810155        Reprogramação do conjunto do módulo de controle de00000000000000010002      
13040190        Substituição do semi-eixo - Lado Direito          00000000000000010002      
13040210        Substituição do semi-eixo - Lado Esquerdo         00000000000000010002      
13420680        Substituição do interruptor de controle do rádio  00000000000000010002      
13420840        Substituição do rádio                             00000000000000010002      
13430990        Substituição do visor de informações ao motorista 00000000000000010002      
14020530        Substituição do duto de admissão de ar            00000000000000010002      
14025390        Substituição do módulo de controle do motor       00000000000000010002      
14027900        Substituição da válvula solenoide do cânister de e00000000000000002002      
14027910        Substituição do solenóide do canister de emissão e00000000000000010002      
14028690        Substituição do medidor de nível de combustível   00000000000000010002      
14032750        Substituição da bomba de água                     00000000000000016002      
14040080        Substituição da polia do alternador               00000000000000010002      
14040320        Substituição do alternador                        00000000000000010002      
14041250        Substituição do motor de partida                  00000000000000010002      
14041510        Substituição da bateria                           00000000000000003002      
14050420        Substituição do tubo dianteiro do escapamento     00000000000000010002      
14051110        Substituição da defletor de calor dianteira do esc00000000000000010002      
14051980        Substituição do silencioso do escapamento com ress00000000000000010002      
14061850        Substituição da válvula de admissão ou exaustão - 00000000000000010002      
14063430        Substituição do vedador de óleo dianteiro da Árvor00000000000000010002      
14065910        Substituição do cárter de óleo inferior           00000000000000010002      
14066890        Substituição de pistão, biela e rolamento         00000000000000043002      
14066970        Substituição do volante do motor                  00000000000000010002      
14067090        Substituição do coxim do motor                    00000000000000004002      
14067150        Substituição do coxim do motor - Lado Direito     00000000000000004002      
14410870        Substituição da saída de ar do painel de instrumen00000000000000002002      
14412470        EVAPORADOR                                        00000000000000037002      
14415940        Substituição do tubo do evaporador do ar condicion00000000000000010002      
14416180        Substituição da válvula de expansão térmica do eva00000000000000012002      
14416820        Substituição da embreagem do compressor do ar cond0000000000000001000GRL    
14417120        Substituição do compressor do ar condicionado     0000000000000001800GRL    
14485008        SUBSTITUIÇÃO DA ESPUMA DO EVAPORADOR              00000000000000086002      
15430460        Substituição do interruptor de ignição e partida  00000000000000010002      
16410070        Substituição da chave com transmissor integrado   00000000000000004002      
16440020        Substituição da fivela do cinto de segurança diant00000000000000010002      
16440190        Substituição do retrator do cinto de segurança dia00000000000000006002      
16440840        Substituição do retrator do cinto de segurança cen00000000000000010002      
17021820        Substituição da capa de acabamento do reclinador e00000000000000010002      
17440130        Substituição do volante de direção                00000000000000003002      
17441280        Substituição da junta universal da direção        00000000000000010002      
17441760        Substituição da coluna de direção                 00000000000000010005      
18030090        Substituição dos parafusos das rodas              00000000000000010002      
18430310        Substituição do cilindro mestre da embreagem      00000000000000010002      
18430360        Substituição do cilindro atuador da embreagem     00000000000000031002      
18430590        Substitução do platô e disco de embreagem         00000000000000027002      
18441370        Substituição do coxim da transmissão - Lado esquer00000000000000010002      
18441410        Substituição do coxim traseiro da transmissão     00000000000000010002      
18441780        Substituição da transmissão                       00000000000000029002      
18460200        Substituição do botão de pressão de liberação da a00000000000000010002      
18464670        Substituição da transmissão                       00000000000000010002      
18481018*       SUSBTIUIÇÃO DO FILTRO E FLUIDO DA TRANSMISSAO     00000000000000018002      
19101158        SUBSTITUIÇÃO DA PORCA DO TANQUE COMB(IT-071G14)   00000000000000005002      
19103388        ATEND.CONF.IT-036GC/17                            00000000000000003002      
19103891        CAIXA DE FUS.-ADIÇÃO DE ISOLANTE NOS TERM. DE RELE00000000000000002002      
19104171        SUBSTITUIÇÃO DO AIRBAG DO LADO DO MOTORISTA       00000000000000002002      
19104725        AIRBAG LADO DO MOTORISTA                          00000000000000002002      
19105063        ATUALIZAÇÃO DO MODULO DA TRANSMISSÃO              00000000000000010002      
19105321        SUBST CIL IGNICAO IT 007GA20  ONIX E PRISMA       00000000000000007002      
19105819        IT023G/2021                                       00000000000000003002      
19106027        REPARO NO SUPORTE INTERNO DOS GANCHOS ISOFIX      00000000000000011002      
19106193        inspeção dos suportes fixos dos para-sois         00000000000000001002      
