103             REQUISICAO DE PECAS (MECANICA)                    00000000000000005002      
10610653        REVISAO DE ENTREGA                                00000000000000006002      
11030430        Substituição do porta-luvas                       00000000000000010002      
11035580        Substituição do console do teto                   00000000000000010002      
11046510        Substituição do tampão do porta malas             00000000000000010002      
12041150        Substituição da luz de parada da estrutura da carr00000000000000002002      
12410370        Substituição do módulo de controle do freio eletrô00000000000000010002      
12420150        Substituição das pastilhas do freio dianteira     00000000000000010002      
12430220        Substituição da sapata do freio                   00000000000000007002      
12440100        Substituição do cilindro mestre                   00000000000000010002      
13040060        Substituição da metade do eixo de tração da roda d00000000000000010002      
13041000        Substituição da coifa e junta homocinética interna00000000000000010002      
13420840        Substituição do rádio                             00000000000000010002      
13430990        Substituição do visor de informações ao motorista 00000000000000010002      
14025590        Substituição do sensor de oxigênio - Sensor 2     00000000000000010002      
14031200        Substituição do defletor do ventilador do líquido 00000000000000010002      
14032750        Substituição da bomba de água                     00000000000000016002      
14040320        Substituição do alternador                        00000000000000010002      
14041510        Substituição da bateria                           00000000000000003002      
14063390        Substituição da cobertura dianteira inferior da co00000000000000010002      
14067070        Substituição do coxim dianteiro do motor          00000000000000010002      
14067490        Substituição do motor                             00000000000000087002      
14410600        Substituição do motor da ventilador               00000000000000010002      
14412470        EVAPORADOR                                        00000000000000037002      
14416820        Substituição da embreagem do compressor do ar cond0000000000000001000GRL    
14417130        SUBSTITUIÇÃO DO SUPORTE DO COMPRESSOR             00000000000000018002      
14485008        SUBSTITUIÇÃO DA ESPUMA DO EVAPORADOR              00000000000000086002      
15420170        Substituição do módulo do sistema de carga sem fio00000000000000010002      
15430040        Substituição do cilindro da trava da ignição      00000000000000010002      
16410070        Substituição da chave com transmissor integrado   00000000000000004002      
16440190        Substituição do retrator do cinto de segurança dia00000000000000006002      
17021820        Substituição da capa de acabamento do reclinador e00000000000000010002      
17440130        Substituição do volante de direção                00000000000000003002      
17441980        Substituição da junta universal da direção        00000000000000010002      
18033140        Substituição do braço de controle inferior        00000000000000001002      
18033791        Substituição do amortecedor, componente do amortec00000000000000017002      
18430310        Substituição do cilindro mestre da embreagem      00000000000000010002      
18440140        Substituição do cabo da alavanca de seleção e alav00000000000000010002      
18443240        Substituição da carcaça do diferencial            00000000000000010002      
18460670        Substituição do controle de transmissão           00000000000000010002      
18462930        Substituição do cárter do fluido da transmissão   00000000000000010002      
19100559        Campanha Filtro de Combustível - Inspeção e       00000000000000001002      
19101031        atendimento conforme it- 059g/14                  00000000000000005002      
19101158        SUBSTITUIÇÃO DA PORCA DO TANQUE COMB(IT-071G14)   00000000000000005002      
