10000001404CREDITO BANCARIO                                  Outros                                            0
10000001412FINANCIAMENTO TERCEIROS                           Outros                                            0
10000001417SEGURO 60 DIAS                                    Outros                                            0
10000001424GARANTIA                                          Outros                                            0
10000001430FINANCIAMENTO                                     Financiamento - Controle Externo                  0
10000001434A VISTA                                           A Vista                                           0
10000001437A VISTA                                           A Vista                                           0
10000001446CARTAO DE CREDITO                                 Cartão de Crédito                                 0
10000002704VEICULO USADO                                     Outros                                            0
10000002705CONSORCIO                                         Outros                                            0
10000002713CARTAO DE DEBITO                                  Cartão de Crédito                                 0
10000002716CONTRA APRESENTACAO                               Contra Apresentação                               0
10000002728BOLETO MANUAL (DAO)                               A Prazo (Parc. Iguais)                            0
10000002767CRÉDITO FUTURO                                    Outros                                            0
10000002770BOLETO SAFRA                                      A Prazo (Parc. Iguais)                            0
10000002805GOOD CARD 60 DIAS                                 Outros                                            0
