1878805         S-10 C D EXEC 4.3 4X2                             0
1649352         S-10 C D EXEC 4.3 4X2                             0
1575123         S-10 C D EXEC 4.3 4X2                             0
1558264         S-10 C D EXEC 4.3 4X2                             0
1885936         S-10 C DUP 2.8 4X2                                0
1557473         S-10 C S LUXE 2.8 4X4                             0
1657555         CORSA SEDAN SUPER 4 PTAS - 1.0L 16V MPFI          0
1840758         SILVERADO D20 4.2                                 0
1674451         CORSA WIND 5PT 1.6                                0
1877065         S10 CAB. SIMP. 4X2 DIESEL                         0
11003419        CORSA SEDAN 4 PTAS. 1.0 MPFI GAS PREMIUM          0
"1909812         S10 CAB.DUPLA 2.8 4X4 DIESEL ""COLINA""             0"
1798696         VECTRA 2.0 SOHC GAS - ELEGANCE                    0
1911552         PALIO ELX                                         0
1911543         PALIO ELX                                         0
1689428         CELTA LIFE 4 PORTAS MOTOR 1.0 GAS SOHC            0
1682971         CORSA SEDAN GLS MOTOR 1.6 16V SFI                 0
1674450         CORSA SEDAN WIND 1.0                              0
1911544         PALIO FIRE                                        0
1909246         PALIO FIRE                                        0
1660760         CORSA HATCH WIND  5 PTAS - 1.0L MPFI GAS          0
1817587         CORSA SEDAN CLASSIC - 4 PTAS - 1.6L MPG1 - GAS    0
1946165         CELTA 1.OL VHC MPFI GAS - 3 PORTAS                0
1683046         ZAFIRA 2.0 FLEXPOWER COMFORT                      0
1707539         CELTA SPIRIT 2 PORTAS MOT 1.4 GAS SOHC            0
1917917         CELTA SPIRIT 4 PORTAS MOT 1.4 GAS SOHC            0
1729936         CELTA SPIRIT 4 PORTAS MOT 1.4 GAS SOHC            0
1761323         S10 CAB.DUPLA 2.4 4X2 GASOLINA ADVANTAGE          0
1753560         S10 CAB.DUPLA 2.4 4X2 GASOLINA ADVANTAGE          0
1678278         S-10 CAB DUPLA 2.8 4X4 DIESEL.                    0
1902627         FIT LX                                            0
1929315         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1917036         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1925666         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1931324         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1931465         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1916803         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1925088         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1896469         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1856345         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1839762         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1817598         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1790047         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1673046         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1665401         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1670988         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1672633         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1674413         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1653432         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1656231         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1568841         CLASSIC SPIRIT 1.0 4PT SOHC                       0
1968467         CORSA HBACK 5 PTAS. 1.0 FLEXPOWER JOY             0
1986051         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1729487         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1729806         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1729007         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1677012         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1673893         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1656244         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1654414         CLASSIC 1.0 4 PTS. LIFE FLEXPOWER                 0
1915492         CLASSIC-4 PTAS-LIFE-1.0L FLEXPOWER                0
1982666         CLASSIC 1.0FLEXPOWER 4PTS                         0
1973907         CLASSIC 1.0FLEXPOWER 4PTS                         0
1802484         CHRYSLER NEON LE                                  0
1931818         CORSA HBACK 5 PTAS. 1.0 FLEXPOWER JOY             0
1899417         CORSA HBACK 5 PTAS. 1.0 FLEXPOWER JOY             0
1899406         CORSA SEDAN 4 PTAS. 1.4 FLEXPOWER MAXX            0
