181                            DEREX                                             1
1108                           Seguradora 2014                                   1
1115                           FLUXO 2015                                        1
1119                           ACELERADORA DE NEGOCIO 2020                       1
1121                           Bonus_Veiculos                                    1
1125                           ENTREGADOR SN 2022                                1
176                            VENDEDOR ACESSORIOS                               1
11                             NBS-SUPERVISOR                                    1
13                             BALCONISTA                                        1
180                            CADASTRO DE PECAS                                 1
1100                           VENDEDOR DE ACESSORIOS 2013                       1
16                             ESCRITÓRIO - OFICINA                              1
198                            VENDEDOR DE BALCAO 2013                           1
18                             ESTOQUISTA                                        1
110                            AUXILIAR DE MARKETING                             1
111                            GERENTE DE PEÇAS                                  1
112                            GERENTE DE PÓS-VENDAS                             1
113                            GERENTE COMERCIAL                                 1
114                            SECRETÁRIA DE VENDAS                              1
115                            VENDEDOR DE VEÍCULOS                              1
116                            MECÂNICO                                          1
117                            AUXILIAR DE CADASTRO                              1
118                            AUXILIAR CONTAS À RECEBER                         1
119                            AUXILIAR CONTAS À PAGAR                           1
120                            AUXILIAR DE TESOURARIA                            1
121                            GERENTE FINANCEIRO                                1
122                            AUXILIAR CONTÁBIL                                 1
123                            AUXILIAR FISCAL                                   1
124                            CONTADOR                                          1
126                            SUPERVISOR DE PNEUS                               1
127                            DEMITIDO                                          1
128                            RECEPCIONISTA - OFICINA                           1
129                            CONTROLADOR DE GARANTIA                           1
130                            CHEFE DA OFICINA                                  1
199                            VENDEDOR DE ATACADO 2013                          1
135                            CAIXA                                             1
136                            GERENTE DE F&I                                    1
137                            APONTADOR                                         1
138                            ENCARREGADO DO CPD                                1
1101                           ASSISTENTE ADMINISTRATIVO 2013                    1
140                            PRESIDENTE                                        1
141                            SECRETÁRIA DA DIRETORIA                           1
142                            GERENTE DE USADOS                                 1
143                            VENDEDOR DE USADOS                                1
144                            SECRETÁRIA DE SERVIÇO                             1
145                            VENDEDOR DE SEGUROS                               1
146                            CAIXA OPERACIONAL                                 1
147                            BOQUETEIRO                                        1
148                            AVALIADOR                                         1
149                            GERENTE DE MARKETING                              1
1109                           Ger Corretor 2014                                 1
151                            DIRETOR PÓS VENDAS                                1
1103                           ANALISTA DE COMPRAS 2013                          1
1110                           Assistente F&I 2014                               1
154                            GERENTE GERAL                                     1
155                            AUXILIAR ESCRITÓRIO PEÇAS                         1
158                            SEM FUNÇÂO                                        1
157                            ASSISTENTE DE VENDAS                              1
159                            FATURISTA DE VEICULOS                             1
160                            VENDEDOR SERVICOS/PECAS                           1
161                            ACESSOR FINANCEIRO                                1
1112                           Secretaria de vendas 2014                         1
163                            CONSULTA BOQUETEIRO                               1
164                            VENDEDOR DE VEICULOS DAO SILVE                    1
165                            SUPERVISOR MESTRE                                 1
1114                           Espacial Administradora                           1
1117                           Gerente Corretora 2018                            1
168                            SUPERVISOR TELEMARKETING                          1
1120                           Avaliador - Secretaria 2020                       1
170                            GERENCIA VEICULOS                                 1
171                            SUPERVISOR DE COMPRAS                             1
172                            ENTREGADOR                                        1
173                            COLORISTA                                         1
174                            AGENDAMENTO TELEMARKETING                         1
177                            AUXILIAR ENTREGAS-SISFIN                          1
1126                           SUPERVISOR OFICINA                                1
1127                           SUPERVISOR OFICINA SEMINOVOS                      1
179                            EST/COMPRAS                                       1
185                            GERENTE FINANCEIRO 2012                           1
183                            DIRETOR FINANCEIRO 2012                           1
184                            GERENTE AUDITOR 2012                              1
186                            ASSISTENTE FIN COBRANCA 2012                      1
187                            ESTAGIARIO FINANCEIRO 2012                        1
188                            CONTAS A PAGAR 2012                               1
189                            CAIXA 2012                                        1
190                            TESOURARIA 2012                                   1
191                            FATURISTA 2012                                    1
1104                           ESTOQUISTA 2013                                   1
1105                           ESTOQUISTA AUXILIAR 2013                          1
1107                           SUPRIDOR DE PECAS 2013                            1
1118                           BI 2019                                           1
1124                           TESTE-NAO USAR                                    1
178                            BALCAO/BOQUETA                                    1
1116                           COORDENADOR VEIC NOVOS 2016                       1
1122                           Acessorios_Relatorios                             1
192                            Ass Financeiro Tesouraria 2012                    1
193                            GERENTE EXEC DE VENDAS 2013                       1
194                            GERENTE DE PECAS 2013                             1
195                            COORDENADOR DE ACESSORIOS 2013                    1
196                            SUB-GERENTE DE PEÇAS 2013                         1
1106                           ESTOQUISTA ENTRADA 2013                           1
1111                           DIGITADOR                                         1
1113                           Recepcionista 2015                                1
1123                           Acessorios/Compras                                1
