13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
13              Fin-TAC                                           BANCO GM S. A.                                            1
