2023050212            12     HERIANEC            02899421            02899421 12~192391~0                   S0000000000000001000000000000000008470
2023051012            12     HERIANEC            05485091            05485091 12~192758~0                   S0000000000000001000000000000000059050
2023052912            12     DCRUZ               05485091            05485091 12~193559~0                   S0000000000000001000000000000000059050
2023051712            12     ECASSIANO           0890100440                   12~970877                     E0000000000000012000000000000000544440
2023051612            12     DDONATO             09130913            09130913 12~192984~0                   S0000000000000004000000000000000062000
2023050512            12     DGALVAO             09598708            09598708 12~192579~0                   S0000000000000005000000000000000053550
2023051012            12     ECASSIANO           09598708            09598708 12~969958                     E0000000000000010000000000000000105000
2023051312            12     JONATHAN1           09598708            09598708 12~192900~0                   S0000000000000001000000000000000010500
2023052212            12     ECASSIANO           10129                        12~971494                     E0000000000000010000000000000001545800
2023052412            12     JONATHAN1           10129                        12~193374~0                   S0000000000000001000000000000000154580
2023050312            12     DDONATO             103001                       12~192459~0                   S0000000000000012000000000000000231120
2023051612            12     JONATHAN1           103001                       12~192998~0                   S0000000000000001000000000000000019260
2023051712            12     AGOMES              103001                       12~193070~0                   S0000000000000002000000000000000038520
2023052612            12     JONATHAN1           103001                       12~193505~0                   S0000000000000002000000000000000038520
2023052612            12     JONATHAN1           103004                       12~193505~0                   S0000000000000004000000000000000055720
2023051212            12     JONATHAN1           10305                        12~192855~0                   S0000000000000001000000000000000274330
2023051612            12     JONATHAN1           10305                        12~192998~0                   S0000000000000001000000000000000274330
2023050612            12     DCRUZ               103424                       12~969434                     E0000000000000001000000000000000156690
2023050912            12     DCRUZ               103424                       12~192669~0                   S0000000000000001000000000000000156690
2023051612            12     ECASSIANO           103424                       12~970683                     E0000000000000001000000000000000161350
2023050212            12     JONATHAN1           11030669            11030669 12~192392~0                   S0000000000000001000000000000000010530
2023051112            12     CSOUZA              11056093            11056093 12~192789~0                   S0000000000000005000000000000000037750
2023051612            12     ESALVINO            11056093            11056093 12~192981~0                   S0000000000000030000000000000000226500
2023052912            12     DDONATO             11056093            11056093 12~193530~0                   S0000000000000005000000000000000037750
2023051212            12     JONATHAN1           11085932            11085932 12~192852~0                   S0000000000000001000000000000000013910
2023051212            12     ECASSIANO           11096251            11096251 12~970263                     E0000000000000001000000000000000029070
2023051512            12     JONATHAN1           11096251            11096251 12~192912~0                   S0000000000000002000000000000000058140
2023051912            12     DCRUZ               11096251            11096251 12~971245                     E0000000000000010000000000000000291800
2023053112            12     JCORREA             11344                        12~193687~0                   S0000000000000002000000000000000132940
2023052412            12     JCORREA             11548125            11548125 12~193346~0                   S0000000000000001000000000000000017160
2023052512            12     DCRUZ               11548125            11548125 12~971888                     E0000000000000003000000000000000041730
2023052512            12     JCORREA             11548125            11548125 12~193399~0                   S0000000000000003000000000000000041730
2023051912            12     ECASSIANO           11589289            11589289 12~971117                     E0000000000000028000000000000000010360
2023051912            12     DCRUZ               11589295            11589295 12~971245                     E0000000000000008000000000000000064240
2023051912            12     DCRUZ               11602185            11602185 12~971245                     E0000000000000002000000000000000005240
2023051012            12     JONATHAN1           11611063            11611063 12~192769~0                   S0000000000000001000000000000000011840
2023051912            12     ECASSIANO           11611063            11611063 12~971117                     E0000000000000020000000000000000243600
2023050912            12     ECASSIANO           11611334            11611334 12~969680                     E0000000000000008000000000000000054400
2023051812            12     ECASSIANO           11612035            11612035 12~971011                     E0000000000000020000000000000000176200
2023052212            12     AGOMES              11612035            11612035 12~193221~0                   S0000000000000003000000000000000026430
2023050512            12     JONATHAN1           1215JB                       12~192549~0                   S0000000000000001000000000000000021600
2023050812            12     JONATHAN1           1215JB                       12~192622~0                   S0000000000000001000000000000000021600
2023050812            12     DCRUZ               1215JB                       12~0                          E0000000000000001000000000000000021600
2023050812            12     JONATHAN1           1215JB                       12~192625~0                   S0000000000000001000000000000000021600
2023051112            12     CSOUZA              1215JB                       12~192819~0                   S0000000000000012000000000000000259200
2023051612            12     JONATHAN1           1215JB                       12~192998~0                   S0000000000000001000000000000000021600
2023052212            12     JONATHAN1           1215JB                       12~193256~0                   S0000000000000002000000000000000043200
2023052312            12     CSOUZA              1215JB                       12~193298~0                   S0000000000000012000000000000000259200
2023052412            12     JONATHAN1           1215JB                       12~193374~0                   S0000000000000002000000000000000043200
2023050812            12     DCRUZ               12594875            12594875 12~192648~0                   S0000000000000002000000000000000092600
2023052512            12     ECASSIANO           12594875            12594875 12~971992                     E0000000000000002000000000000000093960
2023050312            12     JONATHAN1           12616850            12616850 12~192455~0                   S0000000000000001000000000000000009920
2023050512            12     ESALVINO            12616850            12616850 12~192602~0                   S0000000000000001000000000000000009920
2023050512            12     DCRUZ               12616850            12616850 12~0                          E0000000000000001000000000000000009920
2023050512            12     ESALVINO            12616850            12616850 12~192604~0                   S0000000000000001000000000000000009920
2023050512            12     DCRUZ               12616850            12616850 12~0                          E0000000000000001000000000000000009920
2023050612            12     ESALVINO            12616850            12616850 12~192616~0                   S0000000000000001000000000000000009920
2023050312            12     JONATHAN1           12625215            12625215 12~192457~0                   S0000000000000001000000000000000178550
2023053112            12     ECASSIANO           12625215            12625215 12~972530                     E0000000000000001000000000000000178540
2023052912            12     DDONATO             12625219            12625219 12~193528~0                   S0000000000000001000000000000001600820
2023051712            12     ECASSIANO           12625458            12625458 12~970813                     E0000000000000004000000000000001270120
2023052212            12     ECASSIANO           12625560            12625560 12~971412                     E0000000000000001000000000000000352900
2023050912            12     JCORREA             12629737            12629737 12~192717~0                   S0000000000000001000000000000000117000
2023052012            12     AGOMES              12629737            12629737 12~193207~0                   S0000000000000001000000000000000117000
2023050512            12     ESALVINO            12636838            12636838 12~192602~0                   S0000000000000001000000000000000066210
2023050512            12     DCRUZ               12636838            12636838 12~0                          E0000000000000001000000000000000066210
2023050512            12     ESALVINO            12636838            12636838 12~192604~0                   S0000000000000001000000000000000066210
2023050512            12     DCRUZ               12636838            12636838 12~0                          E0000000000000001000000000000000066210
2023050612            12     ESALVINO            12636838            12636838 12~192616~0                   S0000000000000001000000000000000066210
2023051312            12     JONATHAN1           12636838            12636838 12~192906~0                   S0000000000000001000000000000000066210
2023050312            12     ECASSIANO           12640048            12640048 12~968948                     E0000000000000001000000000000000888900
2023050312            12     ECASSIANO           12640381            12640381 12~968939                     E0000000000000001000000000000001253350
2023051012            12     AGOMES              12643564            12643564 12~192734~0                   S0000000000000001000000000000000007800
2023050412            12     DDONATO             12643582            12643582 12~192488~0                   S0000000000000001000000000000000232960
2023051012            12     AGOMES              12643582            12643582 12~192734~0                   S0000000000000001000000000000000232960
2023051812            12     ECASSIANO           12644510            12644510 12~971011                     E0000000000000003000000000000001196580
2023052712            12     DCRUZ               12650486            12650486 12~972186                     E0000000000000001000000000000000045370
2023052912            12     DDONATO             12650486            12650486 12~193528~0                   S0000000000000001000000000000000045370
2023051912            12     ECASSIANO           12654110            12654110 12~971117                     E0000000000000020000000000000001439200
2023051812            12     ECASSIANO           12663277            12663277 12~971011                     E0000000000000012000000000000000275280
2023050612            12     DCRUZ               12671625            12671625 12~969434                     E0000000000000001000000000000000350750
2023050512            12     DDONATO             12674112            12674112 12~192589~0                   S0000000000000004000000000000000373720
2023050912            12     ECASSIANO           12674112            12674112 12~969680                     E0000000000000004000000000000000392640
2023051112            12     ECASSIANO           12674112            12674112 12~970143                     E0000000000000008000000000000000716640
2023050912            12     JONATHAN1           12682079            12682079 12~192680~0                   S0000000000000001000000000000001076330
2023051612            12     ECASSIANO           12682079            12682079 12~970684                     E0000000000000001000000000000001070370
2023052312            12     ECASSIANO           12682079            12682079 12~971619                     E0000000000000001000000000000001133300
2023052512            12     JONATHAN1           12706595            12706595 12~193395~0                   S0000000000000001000000000000000048030
2023053112            12     CSOUZA              12706595            12706595 12~193678~0                   S0000000000000002000000000000000096060
2023051712            12     DCRUZ               12708717            12708717 12~193080~0                   S0000000000000001000000000000000353700
2023051812            12     ECASSIANO           12708717            12708717 12~970990                     E0000000000000003000000000000001096020
2023051012            12     ECASSIANO           1300525                      12~969798                     E0000000000000036000000000000003399120
2023052412            12     ECASSIANO           13263724            13263724 12~971699                     E0000000000000001000000000000000041860
2023052512            12     ECASSIANO           13301783            13301783 12~972006                     E0000000000000001000000000000000121820
2023052612            12     AGOMES              13301783            13301783 12~193470~0                   S0000000000000001000000000000000121820
2023051812            12     ECASSIANO           13324655            13324655 12~970973                     E0000000000000001000000000000000120410
2023052612            12     AGOMES              13324655            13324655 12~193470~0                   S0000000000000001000000000000000120410
2023052212            12     ECASSIANO           13337770            13337770 12~971507                     E0000000000000001000000000000000260820
2023052412            12     ECASSIANO           13429568            13429568 12~971693                     E0000000000000001000000000000000376990
2023051912            12     ECASSIANO           13488275            13488275 12~971117                     E0000000000000003000000000000000010230
2023051012            12     ECASSIANO           1350005                      12~969798                     E0000000000000024000000000000002423040
2023051112            12     ECASSIANO           13502348            13502348 12~970202                     E0000000000000001000000000000000029870
2023051112            12     ECASSIANO           13502353            13502353 12~970202                     E0000000000000001000000000000000154330
2023051212            12     ECASSIANO           13502353            13502353 12~970263                     E0000000000000001000000000000000154410
2023051912            12     DCRUZ               13502353            13502353 12~971245                     E0000000000000020000000000000003100400
2023052212            12     CSOUZA              13502353            13502353 12~193264~0                   S0000000000000001000000000000000155020
2023052912            12     JONATHAN1           13502353            13502353 12~193545~0                   S0000000000000001000000000000000155020
2023052912            12     JONATHAN1           13502353            13502353 12~11964~0                    S0000000000000001000000000000000155020
2023053112            12     JONATHAN1           13502353            13502353 12~193671~0                   S0000000000000001000000000000000155020
2023052412            12     ECASSIANO           13503380            13503380 12~971734                     E0000000000000001000000000000000030750
2023052412            12     ECASSIANO           13503380            13503380 12~971734                     E0000000000000001000000000000000038720
2023052912            12     JONATHAN1           13503380            13503380 12~193572~0                   S0000000000000002000000000000000077440
2023051812            12     ECASSIANO           13503395            13503395 12~971011                     E0000000000000010000000000000000028400
2023051612            12     JONATHAN1           13505131            13505131 12~193023~0                   S0000000000000001000000000000000204330
2023052212            12     ECASSIANO           13505131            13505131 12~971518                     E0000000000000002000000000000000353340
2023050812            12     AGOMES              13508023            13508023 12~192623~0                   S0000000000000001000000000000000043440
2023051912            12     JONATHAN1           13511955            13511955 12~193192~0                   S0000000000000001000000000000000159640
2023051912            12     DCRUZ               13513995            13513995 12~971245                     E0000000000000003000000000000000489840
2023051212            12     ECASSIANO           13515907            13515907 12~970341                     E0000000000000002000000000000000855940
2023051712            12     ECASSIANO           13518380            13518380 12~970866                     E0000000000000001000000000000000340200
2023050412            12     ECASSIANO           13526495            13526495 12~968974                     E0000000000000001000000000000000039910
2023051812            12     HERIANEC            13526495            13526495 12~193125~0                   S0000000000000001000000000000000039910
2023051812            12     DCRUZ               13526495            13526495 12~0                          E0000000000000001000000000000000039910
