109129705                ISOLADOR DE BORRACHA                              G09129705                                                                                                                              
109598708                PORCA ROSCADA DE ACO                              G09598708                                                                                                                              
109599302                PRISIONEIRO ROSCADO                               G09599302                                                                                                                              
1103001                  ADITIVO CONCENTRADO ROSA PARAFLU-BIO FLUIDO ORGA  O                        103001    OUTROS                                                                                              
111023589                VEDADOR 14 X 20                                   G11023589                                                                                             44K            44K               
111569960                PORCA ROSCADA DE OUT                              G11569960                                                                                                                              
111570499                PARAFUSO ROSCADO NAO                              G11570499                                                                                                                              
111571159                PINO RETENTOR DE PLA                              G11571159                                                                                                                              
111611063                PRISIONEIRO ROSCADO                               G11611063                                                                                                                              
111611334                PARAFUSO ROSCADO DE                               G11611334                                                                                                                              
112538938                PILHA ELETRICA DE LI                              G12538938                                                                                                                              
112616850                VEDADOR NAO ALVEOLAR                              G12616850                                                                                                                              
112625560                POLIA REGULADORA DE                               G12625560                                                                                                                              
112706595                FILTRO DE OLEO PARA                               G12706595                                                                                                                              
113488275                SUPORTE DA SOMBREIRA                              G13488275                                                                                                                              
113500144                APARELHO DE RADIOTEL                              G13500144                                                                                                                              
113502353                TAMPA DO TANQUE DO R                              G13502353                                                                                                                              
113508023                FILTRO DE AR DO COMP                              G13508023                                                                                                                              
113530011                SORTIDO COMPOSTO DE                               G13530011                                                                                                                              
113536230                KIT SORTIDO COMPOSTO                              G13536230                                                                                                                              
113540602                SENSOR DE PRESSAO PA                              G13540602                                                                                                                              
119283184                SORTIDO COMPOSTO POR                              G19283184                                                                                                                              
119314697                PASTILHA DO FREIO DE                              G19314697                                                                                                                              
119347728                FILTRO DE OLEO PARA                               G19347728                                                                                                                              
119373484                BOMBA VOLUMETRICA RO                              G19373484                                                                                                                              
124578675                JUNTA DE BORRACHA VU                              G24578675                                                                                                                              
124579148                TUBO DE BORRACHA VUL                              G24579148                                                                                                                              
124579729                CARTER DE OLEO PARA                               G24579729                                                                                                                              
124579936                BUJAO DE PLASTICO                                 G24579936                                                                                                                              
