1A6   ACESSORIOS(FUNILARIA)                             0     
1D1   DEPT VEIC. NOVOS                                  0     
1D4   OUTROS DEPARTAMENTOS                              0     
1I2   MANUTENCAO                                        0     
1RE   REVISAO DE ENTREGA                                0     
1SF   SEMI-NOVOS (FUNILARIA EXTERNA)                    0     
1SN   SEMI-NOVOS (SEMI-NOVOS)                           0     
1V1   CLIENTE                                           0     
1V2   GARANTIA                                          0     
1V3   OUTRAS CONCESSIONARIAS                            0     
1V4   FROTISTA                                          0     
1V6   FUNILARIA E PINTURA                               0     
1V8   KIT INSTALADO                                     0     
1V9   ACESSORIOS                                        0     
1VA   VENDA ACESSORIOS OFICINA                          0     
1VB   VENDA DE BANCO DE COURO                           0     
1VF   SERVICO DE FUNILARIA E PINTURA                    0     
