numLinha#Qtde#Tipo
4       #19  #TAB
5       #10  #TAB
6       #3   #TAB
7       #3   #TAB
8       #3   #TAB
9       #3   #TAB
10      #3   #TAB
12      #10  #TAB
13      #4   #TAB
14      #4   #TAB
15      #4   #TAB
16      #17  #TAB
17      #13  #TAB
18      #3   #TAB
19      #15  #TAB
20      #3   #TAB
21      #3   #TAB
22      #10  #TAB
23      #19  #TAB
24      #5   #TAB
25      #14  #TAB
26      #9   #TAB
27      #10  #TAB
30      #15  #TAB
31      #3   #TAB
32      #14  #TAB
33      #2   #TAB
34      #8   #TAB
35      #8   #TAB
36      #3   #TAB
38      #3   #TAB
39      #3   #TAB
40      #10  #TAB
41      #10  #TAB
42      #19  #TAB
43      #3   #TAB
44      #3   #TAB
45      #6   #TAB
46      #6   #TAB
47      #6   #TAB
48      #21  #TAB
49      #10  #TAB
50      #7   #TAB
51      #7   #TAB
52      #21  #TAB
53      #10  #TAB
54      #4   #TAB
55      #4   #TAB
56      #14  #TAB
57      #14  #TAB
58      #12  #TAB
59      #14  #TAB
60      #12  #TAB
61      #3   #TAB
62      #3   #TAB
63      #14  #TAB
66      #15  #TAB
67      #15  #TAB
68      #14  #TAB
69      #19  #TAB
70      #12  #TAB
71      #12  #TAB
72      #7   #TAB
73      #7   #TAB
74      #6   #TAB
75      #6   #TAB
76      #19  #TAB
77      #19  #TAB
78      #10  #TAB
79      #10  #TAB
80      #7   #TAB
81      #7   #TAB
82      #3   #TAB
83      #3   #TAB
84      #3   #TAB
85      #3   #TAB
86      #3   #TAB
87      #3   #TAB
88      #3   #TAB
89      #3   #TAB
90      #3   #TAB
91      #3   #TAB
